SKILL_20150317_000001	Атака	
SKILL_20150401_003236	Collect the corpse pieces left where the monster died.
SKILL_20150401_003237	Target range 100
SKILL_20150401_003238	{#993399}{ol}[Магия]{/}{/}{nl}Detonate the item on ground and damage nearby enemies,
SKILL_20150401_003239	Dig the ground and get items for alchemy
SKILL_20150401_003240	Get different ore every time
SKILL_20150401_003241	Open shop to enhance gem. Penalty stats of gems decrease.
SKILL_20150401_003242	Decreases the Gem's penalty depending on the skill level
SKILL_20150401_003243	Synthesize weapons to change stats. Potential is consumed.
SKILL_20150401_003244	Each Min, Max Attack {nl}-#{CaptionRatio}#%~#{CaptionRatio}#% change
SKILL_20150401_003245	Duct item to make useful potion for combat.
SKILL_20150401_003246	Создает зелье используя рецепт.
SKILL_20150401_003247	Соединяет предметы для создания нового предмета.
SKILL_20150401_003248	Возможные комбинации: #{CaptionRatio}#X#{CaptionRatio}#
SKILL_20150401_003249	Decrease weapon potential to open item dungeon. Weapon's potential abilities show up when dungeon is cleared.
SKILL_20150401_003250	Each weapon has different dungeons{nl}and potential effects
SKILL_20150401_003251	Атака #{SkillAtkAdd}#{nl}/Bounced arrow attack #{CaptionRatio}#%
SKILL_20150401_003252	{#DD5500}{ol}[Физический] - [Протыкание]{/}{/}{nl}Shoot arrows that push away enemy.
SKILL_20150401_003253	{#DD5500}{ol}[Физический] - [Протыкание]{/}{/}{nl}Fire two arrows simultaneusly.
SKILL_20150401_003254	{#DD5500}{ol}[Физический] - [Протыкание]{/}{/}{nl}Using this attack to kill enemy will cause arrows to flick nearby the enemy.
SKILL_20150401_003255	Collect stone bullets in field. Cannot be collected in town.
SKILL_20150401_003256	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Destroy pavise to damage target in front.
SKILL_20150401_003257	Атака #{SkillAtkAdd}#{nl}Can destroy Ice Wall, Dirty Wall
SKILL_20150401_003258	Move quickly towards target and shoot arrow.
SKILL_20150401_003259	Hide installation from enemies
SKILL_20150401_003260	Conceal Длительность: #{CaptionRatio}# minutes
SKILL_20150401_003261	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Flame is fumed and damage target in the area.
SKILL_20150401_003262	{#DD5500}{ol}[Физический] - [Протыкание]{/}{/}{nl}Install trap where arrows are fired when touching wire.
SKILL_20150401_003263	Атака #{SkillAtkAdd}#{nl}No. of Arrows #{CaptionRatio}#{nl}Install range #{CaptionRatio2}#
SKILL_20150401_003264	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Install bomb surrounding target. Bomb explosed when touching enemy.
SKILL_20150401_003265	Атака #{SkillAtkAdd}#{nl}Install #{CaptionRatio}#
SKILL_20150401_003266	Evasion - #{CaptionRatio}# {nl}Pointing AI duration 10 minutes
SKILL_20150401_003267	Detect hidden monster{nl}Hounding AI duration 10 minutes
SKILL_20150401_003268	Companion guards against monsters approaching.
SKILL_20150401_003269	{#339999}{ol}[Fear]{/}{/} Длительность #{CaptionRatio}# seconds{nl}If distance between player and companion is at least {nl}250 meters, disable AI{nl}Growling AI Длительность 10 minutes
SKILL_20150401_003270	{#DD5500}{ol}[Физический] - [Протыкание]{/}{/}{nl}Shoot arrows that make noise. It also affects target's surroundings.
SKILL_20150401_003271	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Shoot flash arrows on the ground. Flash pops and shoots sparks to enemies nearby.
SKILL_20150401_003272	Max. duration 10 seconds{nl}Consume #{CaptionRatio}# SP per second
SKILL_20150401_003273	Temporarily increases your critical chance when you launch an attack from behind.
SKILL_20150401_003274	Critical Chance: +#{CaptionRatio}#%{nl}Длительность: #{CaptionTime}# seconds
SKILL_20150401_003275	Reduces the target's evasion in front of you.
SKILL_20150401_003276	Evasion: -#{CaptionRatio}#%{nl}Targets: #{CaptionRatio2}#{nl}Длительность: #{CaptionTime}# seconds
SKILL_20150401_003277	Hide under the ground
SKILL_20150401_003278	Can only use basic attacks in the Burrow state
SKILL_20150401_003279	Steals the enemy's trap and magic circle. You may use it later when you need it.
SKILL_20150401_003280	Acquire #{CaptionRatio}# enemy's магический круг
SKILL_20150401_003281	Повышает Уклонение.
SKILL_20150401_003282	Evasion: +#{CaptionRatio}#%{nl}Длительность: #{CaptionTime}# seconds
SKILL_20150401_003283	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Using this attack to kill enemy explodes target. Strength of party members is temporarily increased.
SKILL_20150401_003284	Атака #{SkillAtkAdd}#{nl}STR + #{CaptionRatio}#{nl}Длительность #{CaptionTime}# seconds
SKILL_20150401_003285	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Throw Lachrymator bomb. Target affected fall into Blind state.
SKILL_20150401_003286	Атака #{SkillAtkAdd}#{nl}Lachrymator Длительность #{CaptionTime}# seconds
SKILL_20150401_003287	{#DD5500}{ol}[Физический] - [Протыкание]{/}{/}{nl}Continuously attack enemy with sword. Increases critical rate, no. of strikes are different each time.
SKILL_20150401_003288	Атака #{SkillAtkAdd}#{nl}Hit 1~4 times{nl}Critical rate #{CaptionRatio}#%
SKILL_20150401_003289	{#DD5500}{ol}[Физический] - [Протыкание]{/}{/}{nl}Shoot arrows that cause enemy to Bleed.
SKILL_20150401_003290	Атака #{SkillAtkAdd}#{nl}Bleeding damage #{CaptionRatio}#{nl}Bleed Длительность #{CaptionTime}# seconds{nl}Use 1 Broadhead Arrow
SKILL_20150401_003291	{#DD5500}{ol}[Физический] - [Протыкание]{/}{/}{nl}Shoot arrow that decrease target's defense and removes its shield.
SKILL_20150401_003292	Атака #{SkillAtkAdd}#{nl}Physical defense - 30%{nl}Use 1 Bodkin Point Arrow
SKILL_20150401_003293	{#DD5500}{ol}[Физический] - [Протыкание]{/}{/}{nl}Shoot barbs. No. of strikes are different for each defense type.
SKILL_20150401_003294	Атака #{SkillAtkAdd}#{nl}Cloth armor 1 hit{nl}Leather armor 2 hits{nl}Plate armor 3 hits{nl}Ghost armor N/A{nl}Use 1 Barbed Arrow
SKILL_20150401_003295	{#DD5500}{ol}[Физический] - [Протыкание]{/}{/}{nl}Using this attack to kill enemy will shoot arrow that explosed in cross.
SKILL_20150401_003296	Атака #{SkillAtkAdd}#{nl}Explosion Атака #{CaptionRatio}#%{nl}Use1 Hail Mary Arrow
SKILL_20150401_003297	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Shoot quick fire at enemies.
SKILL_20150401_003298	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Shoot forward while moving back.
SKILL_20150401_003299	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Quickly move towards target and fire shots.
SKILL_20150401_003300	Атака #{SkillAtkAdd}#{nl}Can use while riding
SKILL_20150401_003301	Retreat Shot
SKILL_20150401_003302	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Shoot opposite the direction you move.
SKILL_20150401_003303	Erase sign to remove monsters' threat and is not attacked first by monsters.
SKILL_20150401_003304	Создает Guardian Saint магический круг. Target receives damage instead of skill caster.
SKILL_20150401_003305	Guardian Saint Длительность #{CaptionTime}#seconds{nl} Магический Круг Длительность #{CaptionRatio}# seconds
SKILL_20150401_003306	Атака #{SkillAtkAdd}#{nl}Защита + #{CaptionRatio}# {nl}Target 10{nl}Длительность #{CaptionRatio2}# seconds{nl}Use 1 Holy water
SKILL_20150401_003307	Additional damage +#{CaptionRatio}#{nl}Атака #{CaptionRatio2}#times{nl}Длительность 30seconds{nl}Use 1 Holy Powder
SKILL_20150401_003308	Holy Property Атака: +#{CaptionRatio}#{nl}Additional Damage: +#{CaptionRatio2}#{nl}Длительность: #{CaptionTime}# seconds{nl}Consumes 1 Gyslotis
SKILL_20150401_003309	Prevents you from becoming Incapable of Combat once.
SKILL_20150401_003310	Восстановление HP: #{CaptionRatio}#%{nl}Invincible for #{CaptionRatio2}# seconds{nl}Длительность: #{CaptionTime}# seconds
SKILL_20150401_003311	{#993399}{ol}[Магия] - [Свет]{/}{/}{nl}Создает магический круг with holy power. Enemy is damaged when and after entering the circle.
SKILL_20150401_003312	Атака #{SkillAtkAdd}#{nl}Divine Damage #{CaptionRatio}#{nl}Длительность #{CaptionTime}# seconds
SKILL_20150401_003313	Can warp #{CaptionRatio}# times{nl}Goddess Statue duration 30 seconds{nl}Use 3 Oak wood
SKILL_20150401_003314	SP - #{CaptionRatio}# {nl}Goddess Statue duration 30 seconds{nl}Use 5 Pine woods
SKILL_20150401_003315	Splash + #{CaptionRatio}# {nl}Goddess Statue duration 30 seconds{nl}Use 5 cedar wood
SKILL_20150401_003316	Атака #{SkillAtkAdd}#{nl}Block #{CaptionRatio}# times{nl}Длительность #{CaptionTime}# seconds{nl}Use 2 Oak wood
SKILL_20150401_003317	Statue Длительность #{CaptionRatio}# seconds{nl}Use #{CaptionRatio2}# ash woods
SKILL_20150401_003318	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Push away enemiesand cause damage to nearby enemies.
SKILL_20150401_003319	Атака #{SkillAtkAdd}#{nl}Long range projectile, can't defend magic
SKILL_20150401_003320	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Punch target twice.
SKILL_20150401_003321	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Use palm to push away enemy.
SKILL_20150401_003322	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Use hand knife to smack down enemy.
SKILL_20150401_003323	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Shortly stretch hands to push away target and exhause target's SP. Target temporarily received continuous damage.
SKILL_20150401_003324	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Gather force and shoot forward. Target hit is pushed back and receives damage.
SKILL_20150401_003325	Strike damage 30%~50%{nl}Consume #{CaptionRatio}# SP per 0.5 seconds
SKILL_20150401_003326	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Throw coin to attack enemy. Max SP of target decrease temporarily.
SKILL_20150401_003327	Атака #{SkillAtkAdd}#{nl}Длительность #{CaptionRatio}# seconds{nl}Use #{CaptionRatio2}# silver
SKILL_20150401_003328	Temporarily defense against damage.
SKILL_20150401_003329	Long range projectile, can defend magic
SKILL_20150401_003330	Make a despeller that can block harmful magic and effects.
SKILL_20150401_003331	Activate to defend automatically{nl}Use 1 despeller after defense
SKILL_20150401_003332	Make part of your skills into scrolls.
SKILL_20150401_003333	Scrolls disappear after use.
SKILL_20150401_003334	Open shop for giving usefull effects of your skill to other players.
SKILL_20150401_003335	Can register skill that use item
SKILL_20150401_003336	Heals target and party members.
SKILL_20150401_003337	Heal Party members{nl}Heal #{CaptionRatio}# players in front
SKILL_20150401_003338	Open shop to buy-in items from other players.
SKILL_20150401_003339	Remove target's harmful effects
SKILL_20150401_003340	Длительность: +#{CaptionRatio}# seconds
SKILL_20150401_003341	Control the monster in front.
SKILL_20150401_003342	Длительность: #{CaptionRatio}# seconds
SKILL_20150401_003343	{#993399}{ol}[Магия]{/}{/}{nl}Атака plants in specific area.
SKILL_20150401_003344	Атака: #{SkillAtkAdd}#{nl}Длительность: #{CaptionRatio}# seconds
SKILL_20150401_003345	Transform into monster in front.
SKILL_20150401_003346	Can use monster's skill
SKILL_20150401_003347	Transform into the monster last shap shifted
SKILL_20150401_003348	Plants in target area protects allies.
SKILL_20150401_003349	Plant grows in target area. Monsters within the targeted area temporarily become Plant-type monsters.
SKILL_20150401_003350	Pile of Plants: #{CaptionRatio}#{nl}Duration: #{CaptionTime}# seconds
SKILL_20150401_003351	Summon the monster somewhere in the map to right in front.
SKILL_20150401_003352	Summons #{CaptionRatio}# monsters
SKILL_20150401_003353	Increase max. SP and STA of party members
SKILL_20150401_003354	Maximum SP, STA: +#{CaptionRatio}#%{nl}Duration: #{CaptionTime}# seconds
SKILL_20150401_003355	Change the monster in fron to another monster.
SKILL_20150401_003356	Target Level: -#{CaptionRatio}# ~ +#{CaptionRatio}#
SKILL_20150401_003357	Preview item that the monster will drop
SKILL_20150401_003358	Applied instantly{nl}after using Resetting{nl}Maximum Level: 1
SKILL_20150401_003359	Nulify all magic effects around.
SKILL_20150401_003360	Отменяет заклинание магический круг{nl}Цель #{CaptionRatio}#
SKILL_20150401_003361	Show enemy's attack range for a while.
SKILL_20150401_003362	Change item that the monster will drop.
SKILL_20150401_003363	Изменяет выпавший предмет
SKILL_20150401_003364	Sentence death to target. Target dies after certain time.
SKILL_20150401_003365	Sentence Длительность: #{CaptionRatio}# seconds
SKILL_20150401_003366	Hunting monster.
SKILL_20150401_003367	Combat abilities of the pirates increase. Become stronger when fever combo is activated.
SKILL_20150401_003368	INT увеличивается.
SKILL_20150401_003369	Атака is applied continuously
SKILL_20150401_003370	Can use moving shot while running
SKILL_20150401_003371	Pillaging
SKILL_20150401_003372	HP увеличивается.
SKILL_20150401_003373	SP увеличивается.
SKILL_20150401_003374	HP recovery time decreases.
SKILL_20150401_003375	SP recovery time decreases.
SKILL_20150401_003376	Revive: Two
SKILL_20150401_003377	When enemies are killed with [Revive], two monsters appear at rate of 1% per attribute level.
SKILL_20150401_003378	Pommel Beat: Enhance
SKILL_20150401_003379	Damage of [Pommel Beat] Increase per Attribute level.
SKILL_20150401_003380	Pommel Beat: Enhance 2
SKILL_20150401_003381	Enhanced the damage of [Pommel Beat] to Swordsman's 3rd Circle standards.
SKILL_20150401_003382	Double Slash: Enhance
SKILL_20150401_003383	Damage of [Double Slash] Increase per Attribute level.
SKILL_20150401_003384	Butterfly: Enhance
SKILL_20150401_003385	Damage of [Butterfly] Increase per Attribute level.
SKILL_20150401_003386	Skull Swing: Enhance
SKILL_20150401_003387	Damage of [Skull Swing] Increase per Attribute level.
SKILL_20150401_003388	Skull Swing: Enhance 2
SKILL_20150401_003389	Enhanced the damage of [Skull Swing] to Highlander's 3rd Circle standards.
SKILL_20150401_003390	Spear Throw: Enhance
SKILL_20150401_003391	Damage of [Spear Throw] Increase per Attribute level.
SKILL_20150401_003392	Stomping Kick: Enhance 2
SKILL_20150401_003393	Enhanced the damage of [Stomping Kick] to Barbarian's 3rd Circle standards.
SKILL_20150401_003394	Keel Hauling: Enhance
SKILL_20150401_003395	Damage of [Keel Hauling] Increase per Attribute level.
SKILL_20150401_003396	Cyclone: Enhance
SKILL_20150401_003397	Damage of [Cyclone] Increase per Attribute level.
SKILL_20150401_003398	Mordschlag: Enhance
SKILL_20150401_003399	Punish: Enhance
SKILL_20150401_003400	Snow Rolling: Enhance
SKILL_20150401_003401	Damage of [Snow Rolling] Increase per Attribute level.
SKILL_20150401_003402	Gather Corpse: Enhance
SKILL_20150401_003403	Damage of [Gather Corpse] Increase per Attribute level.
SKILL_20150401_003404	Flesh Cannon: Enhance
SKILL_20150401_003405	Damage of [Flesh Canon] Increase per Attribute level.
SKILL_20150401_003406	Flesh Cannon: Enhance 2
SKILL_20150401_003407	Enhanced the damage of [Flesh Cannon] to Necromancer's 2nd Circle standards.
SKILL_20150401_003408	Flesh Cannon: Enhance 3
SKILL_20150401_003409	Enhanced the damage of [Flesh Cannon] to Necromancer's 3rd Circle standards.
SKILL_20150401_003410	Flesh Hoop: Enhance
SKILL_20150401_003411	Damage of [Flesh Hoop] Increase per Attribute level.
SKILL_20150401_003412	Flesh Hoop: Enhance 2
SKILL_20150401_003413	Enhanced the damage of [Flesh Hoop] to Necromancer's 3rd Circle standards.
SKILL_20150401_003414	Flesh Hoop: Enhance 3
SKILL_20150401_003415	Combustion: Enhance
SKILL_20150401_003416	Damage of [Combustion] Increase per Attribute level.
SKILL_20150401_003417	Combustion: Enhance 2
SKILL_20150401_003418	Enhanced the damage of [Combustion] to Alchemist's 2nd Circle standards.
SKILL_20150401_003419	Combustion: Enhance 3
SKILL_20150401_003420	Enhanced the damage of [Combustion] to Alchemist's 3rd Circle standards.
SKILL_20150401_003421	Knockback Shot: Enhance
SKILL_20150401_003422	Damage of [Knockback Shot] Increase per Attribute level.
SKILL_20150401_003423	Knockback Shot: Enhance 2
SKILL_20150401_003424	Damage of [Knockback Shot] is enhanced to Archer Circle 3.
SKILL_20150401_003425	Dual Shot : Enhance
SKILL_20150401_003426	Damage of [Dual Shot] Increase per Attribute level.
SKILL_20150401_003427	Break Pavise: Enhance
SKILL_20150401_003428	Damage of [Break Pavise] Increase per Attribute level.
SKILL_20150401_003429	Break Pavise: Enhance 2
SKILL_20150401_003430	Damage of [Break Pavise] is enhanced to Quarrel Shooter Circle 3.
SKILL_20150401_003431	Crossbow Mosing Shot: Enhance
SKILL_20150401_003432	Damage of [Crossbow Moving Shot] Increase per Attribute level.
SKILL_20150401_003433	Spike Shooter: Enhance
SKILL_20150401_003434	Damage of [Spike Shooter] Increase per Attribute level.
SKILL_20150401_003435	Collar Bomb: Enhance
SKILL_20150401_003436	Damage of [Collar Bomb] Increase per Attribute level.
SKILL_20150401_003437	Collar Bomb: Enhance 2
SKILL_20150401_003438	Enhanced the damage of [Collar Bomb] to Sapper's 3rd Circle standards.
SKILL_20150401_003439	Vendetta: Enhance
SKILL_20150401_003440	Damage of [Vendetta] Increase per Attribute level.
SKILL_20150401_003441	Vendetta: Enhance 2
SKILL_20150401_003442	Enhanced the damage of [Vendetta] to Rogue's 3rd Circle standards.
SKILL_20150401_003443	Lachrymator: Enhance
SKILL_20150401_003444	Damage of [Lachrymator] Increase per Attribute level.
SKILL_20150401_003445	Lachrymator: Enhance 2
SKILL_20150401_003446	Enhanced the damage of [Lachrymator] to Rogue's 2nd Circle standards.
SKILL_20150401_003447	Lachrymator: Enhance 3
SKILL_20150401_003448	Enhanced the damage of [Lachrymator] to Rogue's 3rd Circle standards.
SKILL_20150401_003449	Backstab: Enhance
SKILL_20150401_003450	Damage of [Baskstep] Increase per Attribute level.
SKILL_20150401_003451	Backstab: Enhance 2
SKILL_20150401_003452	Enhanced the damage of [Backstab] to Rogue's 2nd Circle standards.
SKILL_20150401_003453	Backstab: Enhance 3
SKILL_20150401_003454	Enhanced the damage of [Backstab] to Rogue's 3rd Circle standards.
SKILL_20150401_003455	Broadhead: Enhance
SKILL_20150401_003456	Damage of [Broadhead] Increase per Attribute level.
SKILL_20150401_003457	Broadhead: Enhance 2
SKILL_20150401_003458	Enhanced the damage of [Broadhead] to Fletcher's 2nd Circle standards.
SKILL_20150401_003459	Broadhead: Enhance 3
SKILL_20150401_003460	Enhanced the damage of [Broadhead] to Fletcher's 3rd Circle standards.
SKILL_20150401_003461	Bodkin Point: Enhance
SKILL_20150401_003462	Damage of [Bodkin Point] Increase per Attribute level.
SKILL_20150401_003463	Bodkin Point: Enhance 2
SKILL_20150401_003464	Enhanced the damage of [Bodkin Point] to Fletcher's 2nd Circle standards.
SKILL_20150401_003465	Bodkin Point: Enhance 3
SKILL_20150401_003466	Enhanced the damage of [Bodkin Point] to Fletcher's 3rd Circle standards.
SKILL_20150401_003467	Barbed Arrow: Enhance
SKILL_20150401_003468	Damage of [Barbed Arrowe] Increase per Attribute level.
SKILL_20150401_003469	Barbed Arrow: Enhance 2
SKILL_20150401_003470	Enhanced the damage of [Barbed Arrow] to Fletcher's 2nd Circle standards.
SKILL_20150401_003471	Barbed Arrow: Enhance 3
SKILL_20150401_003472	Enhanced the damage of [Barbed Arrow] to Fletcher's 3rd Circle standards.
SKILL_20150401_003473	Crossfire: Enhance
SKILL_20150401_003474	Damage of [Crossfire] Increase per Attribute level.
SKILL_20150401_003475	Crossfire: Enhance 2
SKILL_20150401_003476	Enhanced the damage of [Crossfire] to Fletcher's 2nd Circle standards.
SKILL_20150401_003477	Crossfire: Enhance 3
SKILL_20150401_003478	Enhanced the damage of [Crossfire] to Fletcher's 3rd Circle standards.
SKILL_20150401_003479	Magic Arrow: Enhance
SKILL_20150401_003480	Damage of [Magic Arrow] Increase per Attribute level.
SKILL_20150401_003481	Magic Arrow: Enhance 2
SKILL_20150401_003482	Damage of [Magic Arrow] is enhanced to Fletcher Circle 3.
SKILL_20150401_003483	Divine Machine Arrow: Enhance
SKILL_20150401_003484	Damage of [Gather Corpse] Increase per Attribute level.
SKILL_20150401_003485	Concentrated Fire: Enhance
SKILL_20150401_003486	Damage of [Concentrated Fire] Increase per Attribute level.
SKILL_20150401_003487	Caracole: Enhance
SKILL_20150401_003488	Damage of [Caracole] Increase per Attribute level.
SKILL_20150401_003489	Limacon: Enhance
SKILL_20150401_003490	Damage of [Remacon] Increase per Attribute level.
SKILL_20150401_003491	Retreat Shot: Enhance
SKILL_20150401_003492	Damage of [Retreat Shot] Increase per Attribute level.
SKILL_20150401_003493	Exorcise: Enhance
SKILL_20150401_003494	Damage of [Exorsize] Increase per Attribute level.
SKILL_20150401_003495	Iron Skin: Enhance
SKILL_20150401_003496	Increases the damage of [Iron Skin] per attribute level.
SKILL_20150401_003497	Double Punch: Enhance
SKILL_20150401_003498	Damage of [Double Punch] Increase per Attribute level.
SKILL_20150401_003499	Double Punch: Enhance 2
SKILL_20150401_003500	Enhanced the damage of [Double Punch] to Monk's 2nd Circle standards.
SKILL_20150401_003501	Double Punch: Enhance 3
SKILL_20150401_003502	Enhanced the damage of [Double Punch] to Monk's 3rd Circle standards.
SKILL_20150401_003503	Palm Strike: Enhance
SKILL_20150401_003504	Damage of [Palm Strike] Increase per Attribute level.
SKILL_20150401_003505	Palm Strike: Enhance 2
SKILL_20150401_003506	Enhanced the damage of [Palm Strike] to Monk's 2nd Circle standards.
SKILL_20150401_003507	Palm Strike: Enhance 3
SKILL_20150401_003508	Enhanced the damage of [Palm Strike] to Monk's 3rd Circle standards.
SKILL_20150401_003509	Hand Knife: Enhance
SKILL_20150401_003510	Damage of [Hand Knife] Increase per Attribute level.
SKILL_20150401_003511	Hand Knife: Enhance 2
SKILL_20150401_003512	Enhanced the damage of [Hand Knife] to Monk's 2nd Circle standards.
SKILL_20150401_003513	Hand Knife: Enhance 3
SKILL_20150401_003514	Enhanced the damage of [Hand Knife] to Monk's 3rd Circle standards.
SKILL_20150401_003515	One Inch Punch: Enhance
SKILL_20150401_003516	Damage of [1 inch Punch] Increase per Attribute level.
SKILL_20150401_003517	One Inch Punch: Enhance 2
SKILL_20150401_003518	Enhanced the damage of [One Inch Punch] to Monk's 3rd Circle standards.
SKILL_20150401_003519	Energy Blast: Enhance
SKILL_20150401_003520	Damage of [Energy Blast] Increase per Attribute level.
SKILL_20150401_003521	God Finger Flick: Enhance
SKILL_20150401_003522	Damage of [God Finger] Increase per Attribute level.
SKILL_20150401_003523	God Finger Flick: Enhance 2
SKILL_20150401_003524	Enhanced the damage of [God Finger Flick] to Monk's 3rd Circle standards.
SKILL_20150401_003525	Carnivory: Enhance
SKILL_20150401_003526	Damage of [Carnovory] Increase per Attribute level.
SKILL_20150401_003527	Carnivory: Enhance 2
SKILL_20150401_003528	Enhanced the damage of [Carnivory] to Druid's 2nd Circle standards.
SKILL_20150401_003529	Carnivory: Enhance 3
SKILL_20150401_003530	Enhanced the damage of [Carnivory] to Druid's 3rd Circle standards.
SKILL_20150401_003531	Use Pistol
SKILL_20150401_003532	Can use [Pistol] weapons
SKILL_20150406_003533	Poisonous Arrow
SKILL_20150406_003534	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Use bump of shield to attack.{nl}Block enemy's attack first then attack for additional damage.
SKILL_20150406_003535	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Use corner of shield to attack.{nl}Attack petrifies, frozen enemies for additional damage.
SKILL_20150406_003536	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Throw shield to attack enemy. Shield falls on the ground and it must be picked up to reuse.
SKILL_20150406_003537	{#DD5500}{ol}[Physical] - [Strike] - [Slash]{/}{/}{nl}Attach using corner of the shield then slash.
SKILL_20150406_003538	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Gather force and smash the ground with your weapon to attack the target.
SKILL_20150406_003539	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Smash the head of an enemy. Temporarily reduces the target's INT and SPR.
SKILL_20150406_003540	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Use the back of a knife to strike and push away an enemy. The enemy falls under Armor Break (Permanent on monsters)
SKILL_20150406_003541	{#DD5500}{ol}[Physical] - [Pierce] - [Strike]{/}{/}{nl}Use your shield and spear to attack enemies.
SKILL_20150406_003542	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}March forward while holding down the key. Enemies nearby are hit with the shield and will fall down.
SKILL_20150406_003543	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Use your shield to smack enemies. There is a high chance the target becomes afflicted with [Blind].
SKILL_20150406_003544	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Use your shield to interrupt enemies.{nl}The target becomes afflicted with [Unbalanced].
SKILL_20150406_003545	{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}Use your shield as a lead and march forward while holding down the key. Release the key to launch a slash on the enemy.
SKILL_20150406_003546	Attack: #{SkillAtkAdd}#{nl}Maximum Duration: 10 seconds
SKILL_20150406_003547	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Gather up power and use your weapon to attack targets by smashing it to the ground.
SKILL_20150406_003548	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Rush forward with power to throw your target away.
SKILL_20150406_003549	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Gather up power to release a strong stab to an enemy.
SKILL_20150406_003550	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Tie enemy and drag around.{nl}Enemy is damaged when moving and Bleeds when released.
SKILL_20150406_003551	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Make solid landing while jumping or on air to damage enemies.
SKILL_20150406_003552	Pouncing
SKILL_20150406_003553	Install basecamp in field. Party members can sue the basecamp for personal storage and can freely warp to basecamp.
SKILL_20150406_003554	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Use Iron Hook to pull enemy. Enemy receives damage every time it is pulled.
SKILL_20150406_003555	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Use back of sword to hit smash enemy.
SKILL_20150406_003556	{#993399}{ol}[Magic] - [Ice] - [Strike]{/}{/}{nl}Summon huge snowball and damage nearby enemies.
SKILL_20150406_003557	Summon Servant
SKILL_20150406_003558	{#993399}{ol}[Магия]{/}{/}{nl}Collect corpse fragments when monsters are killed using this attack.
SKILL_20150406_003559	Атака #{SkillAtkAdd}#{nl}Collect corpse fragment of each monster type
SKILL_20150406_003560	{nl}Plant, Beast, Mutant Fragments{nl}Use #{CaptionRatio}# each
SKILL_20150406_003561	{#993399}{ol}[Магия]{/}{/}{nl}Throw corpse fragments to specific area.
SKILL_20150406_003562	Атака #{SkillAtkAdd}#{nl}Splash #{SkillSR}#{nl}Plant, Beast, Mutant Fragments{nl}Use #{CaptionRatio}# each
SKILL_20150406_003563	{#993399}{ol}[Магия]{/}{/}{nl}Make fragments of corpse surround you and damage nearby enemies.
SKILL_20150406_003564	Атака #{SkillAtkAdd}#{nl}Длительность 15seconds{nl}Use #{CaptionRatio}# Mutant Fragment
SKILL_20150406_003565	Dirty Wall Count: #{CaptionRatio}#{nl}Duration: 15 seconds{nl}{#339999}{ol}[Decay]{/}{/} Duration: #{CaptionTime}# seconds{nl}Consumes #{CaptionRatio2}# of each{nl}Plant, Beast, Mutant Fragments
SKILL_20150406_003566	Collect the corpse fragments left where the monster died.
SKILL_20150406_003567	Heavy Shot
SKILL_20150406_003568	Twin Arrow
SKILL_20150406_003569	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Hang bomb on arrow and fire.
SKILL_20150406_003570	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Fires a stone-bullet that knocks back the target. The target has a chance to be stunned.
SKILL_20150406_003571	Teardown
SKILL_20150406_003572	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Destroy obstacles that block the way and damage enemies in front.
